Stage,Writing,Audio_Name,English,Japanese,sentence
3,30_The Value of Learning Mathematics（2）,sentence_3_30_03,"The four distinct but related areas of mathematics — arithmetic, algebra, geometry, and statistics — require regular, preferably daily, practice.",算数、代数学、幾何学、統計学という四つの異なるが関連する分野は、規則的に、できれば毎日の練習を必要とします。,3
3,30_The Value of Learning Mathematics（2）,sentence_3_30_04,"These areas are connected in various ways with important aspects of study, such as accuracy, creativity, problem-solving, and abstraction.",これらの分野は、正確さ、創造性、問題解決、抽象化といった学習の重要な側面とさまざまな形で結びついています。,4
3,30_The Value of Learning Mathematics（2）,sentence_3_30_05,"Learning mathematics calls for no extraordinary talent, but it does demand patience and steady effort.",数学を学ぶには特別な才能は必要ありませんが、忍耐と着実な努力が求められます。,5
3,30_The Value of Learning Mathematics（2）,sentence_3_30_06,"It requires careful observation, the ability to recognize patterns, and the willingness to think deeply about abstract ideas.",それには、注意深い観察力、パターンを認識する力、そして抽象的な概念について深く考える意欲が必要です。,6
3,30_The Value of Learning Mathematics（2）,sentence_3_30_07,"Above all, it requires a lively interest in the many ways numbers and structures can describe the world around us.",そして何よりも、数や構造が私たちの周囲の世界を表現するさまざまな方法への生き生きとした関心が求められるのです。,7
4,31_NASA’s New Era of Mars Exploration（1）,sentence_4_31_00,"　On November 26, 2011, NASA launched the Mars Science Laboratory, a mission that carried the rover Curiosity to the Red Planet. The spacecraft traveled more than 560 million kilometers before landing on August 6, 2012, inside Gale Crater. The successful landing was celebrated as one of the most complex space operations ever attempted by NASA.
　Curiosity, about the size of a car, was designed to study the Martian surface and search for evidence that the planet once supported life. Its arrival marked the beginning of a new chapter in planetary exploration, combining engineering innovation with scientific ambition. The rover carried advanced instruments, including cameras, spectrometers, and drills, to analyze rocks and soil directly on Mars.","　2011年11月26日、NASAは「マーズ・サイエンス・ラボラトリー」を打ち上げ、キュリオシティ探査車を火星へ送り出した。宇宙船は5億6000万キロメートル以上を旅し、2012年8月6日にゲール・クレーターに着陸した。その成功は、NASAが試みた中で最も複雑な宇宙作戦の一つとして祝われた。
　車の大きさほどのキュリオシティは、火星表面を調べ、かつて生命を支えた証拠を探すために設計された。その到着は、工学の革新と科学的野心を組み合わせた惑星探査の新しい章を意味した。探査車にはカメラや分光器、ドリルなどの先進的な機器が搭載され、火星の岩石や土壌を直接分析できた。",0
4,31_NASA’s New Era of Mars Exploration（1）,sentence_4_31_01,"On November 26, 2011, NASA launched the Mars Science Laboratory, a mission that carried the rover Curiosity to the Red Planet.",2011年11月26日、NASAは「マーズ・サイエンス・ラボラトリー」を打ち上げ、キュリオシティ探査車を火星へ送り出した。,1
4,31_NASA’s New Era of Mars Exploration（1）,sentence_4_31_02,"The spacecraft traveled more than 560 million kilometers before landing on August 6, 2012, inside Gale Crater.",宇宙船は5億6000万キロメートル以上を旅し、2012年8月6日にゲール・クレーターに着陸した。,2
4,31_NASA’s New Era of Mars Exploration（1）,sentence_4_31_03,The successful landing was celebrated as one of the most complex space operations ever attempted by NASA.,その成功は、NASAが試みた中で最も複雑な宇宙作戦の一つとして祝われた。,3
4,31_NASA’s New Era of Mars Exploration（1）,sentence_4_31_04,"Curiosity, about the size of a car, was designed to study the Martian surface and search for evidence that the planet once supported life.",車の大きさほどのキュリオシティは、火星表面を調べ、かつて生命を支えた証拠を探すために設計された。,4
4,31_NASA’s New Era of Mars Exploration（1）,sentence_4_31_05,"Its arrival marked the beginning of a new chapter in planetary exploration, combining engineering innovation with scientific ambition.",その到着は、工学の革新と科学的野心を組み合わせた惑星探査の新しい章を意味した。,5
4,31_NASA’s New Era of Mars Exploration（1）,sentence_4_31_06,"The rover carried advanced instruments, including cameras, spectrometers, and drills, to analyze rocks and soil directly on Mars.",探査車にはカメラや分光器、ドリルなどの先進的な機器が搭載され、火星の岩石や土壌を直接分析できた。,6
4,32_NASA’s New Era of Mars Exploration（2）,sentence_4_32_00,"　For several hours after its arrival, mission control at the Jet Propulsion Laboratory monitored every signal carefully. Scientists and engineers cheered as the rover confirmed its systems were working, and soon the first images of Mars appeared on screens. These pictures showed a barren landscape, yet one filled with clues about the planet’s ancient environment.
　In a later interview, NASA scientist John Grotzinger recalled the tension of the “seven minutes of terror” during Curiosity’s descent. The rover had to slow down from 20,000 kilometers per hour to zero, using a parachute, rockets, and a sky crane. “Once it touched the surface safely, we knew history had been made,” Grotzinger said.","　到着後数時間、ジェット推進研究所の管制室では全ての信号が注意深く監視された。科学者や技術者たちは、探査車のシステムが正常に動作していることを確認すると歓声を上げた。そして間もなく、火星の最初の画像がスクリーンに映し出された。そこには荒涼とした風景が広がっていたが、惑星の古代環境に関する多くの手がかりも隠されていた。
　後のインタビューで、NASAの科学者ジョン・グロツィンガーは、キュリオシティの降下中に経験した「7分間の恐怖」を振り返った。探査車は時速2万キロからゼロまで減速する必要があり、パラシュート、ロケット、そしてスカイクレーンを使用した。「安全に地表に着陸した瞬間、歴史が作られたと確信した」と彼は語った。",0
4,32_NASA’s New Era of Mars Exploration（2）,sentence_4_32_01,"For several hours after its arrival, mission control at the Jet Propulsion Laboratory monitored every signal carefully.",到着後数時間、ジェット推進研究所の管制室では全ての信号が注意深く監視された。,1
4,32_NASA’s New Era of Mars Exploration（2）,sentence_4_32_02,"Scientists and engineers cheered as the rover confirmed its systems were working, and soon the first images of Mars appeared on screens.",科学者や技術者たちは、探査車のシステムが正常に動作していることを確認すると歓声を上げた。,2
4,32_NASA’s New Era of Mars Exploration（2）,sentence_4_32_03,"These pictures showed a barren landscape, yet one filled with clues about the planet’s ancient environment.",そして間もなく、火星の最初の画像がスクリーンに映し出された。そこには荒涼とした風景が広がっていたが、惑星の古代環境に関する多くの手がかりも隠されていた。,3
4,32_NASA’s New Era of Mars Exploration（2）,sentence_4_32_04,"In a later interview, NASA scientist John Grotzinger recalled the tension of the “seven minutes of terror” during Curiosity’s descent.",後のインタビューで、NASAの科学者ジョン・グロツィンガーは、キュリオシティの降下中に経験した「7分間の恐怖」を振り返った。,4
4,32_NASA’s New Era of Mars Exploration（2）,sentence_4_32_05,"The rover had to slow down from 20,000 kilometers per hour to zero, using a parachute, rockets, and a sky crane.",探査車は時速2万キロからゼロまで減速する必要があり、パラシュート、ロケット、そしてスカイクレーンを使用した。,5
4,32_NASA’s New Era of Mars Exploration（2）,sentence_4_32_06,"“Once it touched the surface safely, we knew history had been made,” Grotzinger said.",「安全に地表に着陸した瞬間、歴史が作られたと確信した」と彼は語った。,6
4,33_NASA’s New Era of Mars Exploration（3）,sentence_4_33_00,"　Two years after Curiosity’s landing, the rover discovered evidence of an ancient streambed and chemical ingredients necessary for life. NASA believed that these results could renew public interest in space exploration and justify the expense of future missions. The agency also planned new spacecraft, such as the Perseverance rover, to continue the search for signs of life and prepare for human exploration.
　The outcome was more than scientific achievement. Space exploration was a vital part of NASA’s identity, a source of national pride, and a foundation for future cooperation with international partners. And proving that life might once have existed on Mars was as important to the agency as inspiring a new generation to dream of the stars.","　着陸から2年後、キュリオシティは古代の川床と生命に必要な化学成分の証拠を発見した。NASAは、これらの成果が宇宙探査への関心を再び高め、将来のミッションへの費用を正当化できると信じた。また、生命の痕跡探索や人類の探査準備を続けるため、パーセベランス探査車などの新たな宇宙船の計画も進めた。
　その成果は単なる科学的業績にとどまらなかった。宇宙探査はNASAの存在意義の一部であり、国家的な誇りの源泉であり、国際協力の基盤でもあった。そして火星にかつて生命が存在したかもしれないと証明することは、新世代に星々を夢見る力を与えるのと同じくらい重要だった。",0
4,33_NASA’s New Era of Mars Exploration（3）,sentence_4_33_01,"Two years after Curiosity’s landing, the rover discovered evidence of an ancient streambed and chemical ingredients necessary for life.",着陸から2年後、キュリオシティは古代の川床と生命に必要な化学成分の証拠を発見した。,1
4,33_NASA’s New Era of Mars Exploration（3）,sentence_4_33_02,NASA believed that these results could renew public interest in space exploration and justify the expense of future missions.,NASAは、これらの成果が宇宙探査への関心を再び高め、将来のミッションへの費用を正当化できると信じた。,2
4,33_NASA’s New Era of Mars Exploration（3）,sentence_4_33_03,"The agency also planned new spacecraft, such as the Perseverance rover, to continue the search for signs of life and prepare for human exploration.",また、生命の痕跡探索や人類の探査準備を続けるため、パーセベランス探査車などの新たな宇宙船の計画も進めた。,3
4,33_NASA’s New Era of Mars Exploration（3）,sentence_4_33_04,The outcome was more than scientific achievement.,その成果は単なる科学的業績にとどまらなかった。,4
4,33_NASA’s New Era of Mars Exploration（3）,sentence_4_33_05,"Space exploration was a vital part of NASA’s identity, a source of national pride, and a foundation for future cooperation with international partners.",宇宙探査はNASAの存在意義の一部であり、国家的な誇りの源泉であり、国際協力の基盤でもあった。,5
4,33_NASA’s New Era of Mars Exploration（3）,sentence_4_33_06,And proving that life might once have existed on Mars was as important to the agency as inspiring a new generation to dream of the stars.,そして火星にかつて生命が存在したかもしれないと証明することは、新世代に星々を夢見る力を与えるのと同じくらい重要だった。,6
4,34_The Memory of Elephants,sentence_4_34_00,"　Although elephants are the largest land animals, they are also known for their strong memories. Researchers have reported that elephants can remember the locations of water holes even after many years. For instance, during a long drought in Africa, an old female elephant led her herd across the desert to a water source she had visited in her youth.
　Elephants also appear to recognize human voices and faces. In some studies, they reacted more calmly to the voices of friendly people but became cautious when they heard the voices of strangers. There are even stories of elephants showing kindness toward humans. One traveler once fell asleep under a tree, and an elephant gently pushed him with its trunk to wake him when a lion approached.
　Furthermore, elephants seem to understand simple instructions. Zookeepers report that elephants can respond to requests such as “Lift your foot” or “Bring the stick.” This ability, together with their memory, makes elephants not only powerful but also intelligent animals.","　ゾウは陸上で最大の動物であるが、強い記憶力でも知られている。研究者たちは、ゾウが何年も前の水場の場所を覚えていると報告している。例えば、アフリカの長い干ばつの間、年老いたメスのゾウが若いころに訪れた水場へ群れを導いた。
　ゾウはまた、人間の声や顔を識別するように思われる。ある研究では、ゾウは親しい人の声には穏やかに反応したが、見知らぬ人の声を聞くと警戒した。ゾウが人間に優しさを示すという話もある。ある旅行者が木の下で眠っていたとき、ライオンが近づくと、ゾウが鼻でそっと押して彼を起こした。
　さらに、ゾウは簡単な指示を理解するようだ。動物園の飼育員は、ゾウが「足を上げて」や「棒を持ってきて」といった要求に応えることができると報告している。この能力と記憶力が合わさることで、ゾウは力強いだけでなく、知性のある動物となっている。",0
4,34_The Memory of Elephants,sentence_4_34_01,"Although elephants are the largest land animals, they are also known for their strong memories.",ゾウは陸上で最大の動物であるが、強い記憶力でも知られている。,1
4,34_The Memory of Elephants,sentence_4_34_02,Researchers have reported that elephants can remember the locations of water holes even after many years.,研究者たちは、ゾウが何年も前の水場の場所を覚えていると報告している。,2
4,34_The Memory of Elephants,sentence_4_34_03,"For instance, during a long drought in Africa, an old female elephant led her herd across the desert to a water source she had visited in her youth.",例えば、アフリカの長い干ばつの間、年老いたメスのゾウが若いころに訪れた水場へ群れを導いた。,3
4,34_The Memory of Elephants,sentence_4_34_04,Elephants also appear to recognize human voices and faces.,ゾウはまた、人間の声や顔を識別するように思われる。,4
4,34_The Memory of Elephants,sentence_4_34_05,"In some studies, they reacted more calmly to the voices of friendly people but became cautious when they heard the voices of strangers.",ある研究では、ゾウは親しい人の声には穏やかに反応したが、見知らぬ人の声を聞くと警戒した。,5
4,34_The Memory of Elephants,sentence_4_34_06,There are even stories of elephants showing kindness toward humans.,ゾウが人間に優しさを示すという話もある。,6
4,34_The Memory of Elephants,sentence_4_34_07,"One traveler once fell asleep under a tree, and an elephant gently pushed him with its trunk to wake him when a lion approached.",ある旅行者が木の下で眠っていたとき、ライオンが近づくと、ゾウが鼻でそっと押して彼を起こした。,7
4,34_The Memory of Elephants,sentence_4_34_08,"Furthermore, elephants seem to understand simple instructions.",さらに、ゾウは簡単な指示を理解するようだ。,8
4,34_The Memory of Elephants,sentence_4_34_09,Zookeepers report that elephants can respond to requests such as “Lift your foot” or “Bring the stick.”,動物園の飼育員は、ゾウが「足を上げて」や「棒を持ってきて」といった要求に応えることができると報告している。,9
4,34_The Memory of Elephants,sentence_4_34_10,"This ability, together with their memory, makes elephants not only powerful but also intelligent animals.",この能力と記憶力が合わさることで、ゾウは力強いだけでなく、知性のある動物となっている。,10
4,35_The Power of Smell（1）,sentence_4_35_00,"　Smell is one of the most ancient senses. Because of this, it can influence human emotions more deeply than we realize. In September 2001, researchers at Rockefeller University reported that people could identify more than 1 trillion different odors, far more than previously believed. The smell of freshly baked bread or a familiar perfume can instantly bring back memories and feelings from years ago.
　Smell also appears to affect men and women differently. In one study, scientists exposed volunteers to the scent of lavender and then measured their stress levels. The women showed a clear drop in blood pressure and reported feeling calmer. Men, however, did not respond in the same way and sometimes even reported slight irritation. Researchers suggest that cultural expectations may play a role in how each sex interprets and reacts to scents.","　嗅覚は最も古い感覚の一つである。そのため、人間の感情に私たちが思う以上に深く影響を与えることがある。2001年9月、ロックフェラー大学の研究者たちは、人間が1兆種類以上の匂いを識別できると発表した。焼きたてのパンやなじみの香水の匂いは、何年も前の記憶や感情を即座に呼び起こすことができる。
　匂いはまた、男女で異なる影響を及ぼすようである。ある研究で、科学者たちは被験者にラベンダーの香りを嗅がせ、ストレスの程度を測定した。女性は血圧が明らかに下がり、より落ち着いたと報告した。しかし男性は同じ反応を示さず、わずかな苛立ちを訴えることさえあった。研究者たちは、この違いには文化的な期待が関係している可能性があると示唆している。",0
4,35_The Power of Smell（1）,sentence_4_35_01,Smell is one of the most ancient senses.,嗅覚は最も古い感覚の一つである。,1
4,35_The Power of Smell（1）,sentence_4_35_02,"Because of this, it can influence human emotions more deeply than we realize.",そのため、人間の感情に私たちが思う以上に深く影響を与えることがある。,2
4,35_The Power of Smell（1）,sentence_4_35_03,"In September 2001, researchers at Rockefeller University reported that people could identify more than 1 trillion different odors, far more than previously believed.",2001年9月、ロックフェラー大学の研究者たちは、人間が1兆種類以上の匂いを識別できると発表した。,3
4,35_The Power of Smell（1）,sentence_4_35_04,The smell of freshly baked bread or a familiar perfume can instantly bring back memories and feelings from years ago.,焼きたてのパンやなじみの香水の匂いは、何年も前の記憶や感情を即座に呼び起こすことができる。,4
4,35_The Power of Smell（1）,sentence_4_35_05,Smell also appears to affect men and women differently.,匂いはまた、男女で異なる影響を及ぼすようである。,5
4,35_The Power of Smell（1）,sentence_4_35_06,"In one study, scientists exposed volunteers to the scent of lavender and then measured their stress levels.",ある研究で、科学者たちは被験者にラベンダーの香りを嗅がせ、ストレスの程度を測定した。,6
4,35_The Power of Smell（1）,sentence_4_35_07,The women showed a clear drop in blood pressure and reported feeling calmer.,女性は血圧が明らかに下がり、より落ち着いたと報告した。,7
4,35_The Power of Smell（1）,sentence_4_35_08,"Men, however, did not respond in the same way and sometimes even reported slight irritation.",しかし男性は同じ反応を示さず、わずかな苛立ちを訴えることさえあった。,8
4,35_The Power of Smell（1）,sentence_4_35_09,Researchers suggest that cultural expectations may play a role in how each sex interprets and reacts to scents.,研究者たちは、この違いには文化的な期待が関係している可能性があると示唆している。,9
4,36_The Power of Smell（2）,sentence_4_36_00,"　Smell is also an important factor in social interaction. Experiments show that people are more likely to trust others in rooms with pleasant odors, such as citrus or vanilla, than in rooms with no scent. This may explain why some stores use subtle fragrances to encourage customers to stay longer and buy more products.
　How do you feel about smell and its influence? Do you notice how certain fragrances make you feel more relaxed or alert? Not everyone reacts in the same way. For some, the smell of coffee is energizing, while for others it may be overwhelming.
　In crowded environments, smell is unavoidable. Think about a busy subway at rush hour, filled with perfumes, sweat, and the aroma of food. People cannot escape these odors, but they can adapt. In Japan, for example, many commuters wear masks not only to avoid germs but also to reduce unpleasant smells. Anthropologists suggest that this practice helps people create a private space in public, allowing them to “smell without reacting.”","　嗅覚は社会的交流においても重要な要素である。実験によると、シトラスやバニラのような快い香りのある部屋では、人々は他者をより信頼しやすい。このため、一部の店がかすかな香りを利用して、客が長く滞在し、より多くの商品を購入するよう促すのかもしれない。
　匂いとその影響について、あなた自身はどう感じるだろうか。特定の香りが自分をリラックスさせたり、逆に覚醒させたりするのに気づいているだろうか。すべての人が同じ反応を示すわけではない。コーヒーの香りが活力を与える人もいれば、強すぎると感じる人もいる。
　混雑した環境では、匂いを避けることはできない。ラッシュアワーの地下鉄を思い浮かべてほしい。香水、汗、食べ物の匂いが入り混じっている。人々はこうした匂いを避けられないが、適応することはできる。例えば日本では、多くの通勤者がマスクを着けるが、それは細菌を避けるだけでなく、不快な匂いを減らすためでもある。人類学者は、この習慣が公共の場でプライベートな空間を作り出し、人々が「反応せずに匂う」ことを可能にしていると指摘している。",0
4,36_The Power of Smell（2）,sentence_4_36_01,Smell is also an important factor in social interaction.,嗅覚は社会的交流においても重要な要素である。,1
4,36_The Power of Smell（2）,sentence_4_36_02,"Experiments show that people are more likely to trust others in rooms with pleasant odors, such as citrus or vanilla, than in rooms with no scent.",実験によると、シトラスやバニラのような快い香りのある部屋では、人々は他者をより信頼しやすい。,2
4,36_The Power of Smell（2）,sentence_4_36_03,This may explain why some stores use subtle fragrances to encourage customers to stay longer and buy more products.,このため、一部の店がかすかな香りを利用して、客が長く滞在し、より多くの商品を購入するよう促すのかもしれない。,3
4,36_The Power of Smell（2）,sentence_4_36_04,How do you feel about smell and its influence?,匂いとその影響について、あなた自身はどう感じるだろうか。,4
4,36_The Power of Smell（2）,sentence_4_36_05,Do you notice how certain fragrances make you feel more relaxed or alert?,特定の香りが自分をリラックスさせたり、逆に覚醒させたりするのに気づいているだろうか。,5
4,36_The Power of Smell（2）,sentence_4_36_06,Not everyone reacts in the same way.,すべての人が同じ反応を示すわけではない。,6
4,36_The Power of Smell（2）,sentence_4_36_07,"For some, the smell of coffee is energizing, while for others it may be overwhelming.",コーヒーの香りが活力を与える人もいれば、強すぎると感じる人もいる。,7
4,36_The Power of Smell（2）,sentence_4_36_08,"In crowded environments, smell is unavoidable.",混雑した環境では、匂いを避けることはできない。,8
4,36_The Power of Smell（2）,sentence_4_36_09,"Think about a busy subway at rush hour, filled with perfumes, sweat, and the aroma of food.",ラッシュアワーの地下鉄を思い浮かべてほしい。香水、汗、食べ物の匂いが入り混じっている。,9
4,36_The Power of Smell（2）,sentence_4_36_10,"People cannot escape these odors, but they can adapt.",人々はこうした匂いを避けられないが、適応することはできる。,10
4,36_The Power of Smell（2）,sentence_4_36_11,"In Japan, for example, many commuters wear masks not only to avoid germs but also to reduce unpleasant smells.",例えば日本では、多くの通勤者がマスクを着けるが、それは細菌を避けるだけでなく、不快な匂いを減らすためでもある。,11
4,36_The Power of Smell（2）,sentence_4_36_12,"Anthropologists suggest that this practice helps people create a private space in public, allowing them to “smell without reacting.”",人類学者は、この習慣が公共の場でプライベートな空間を作り出し、人々が「反応せずに匂う」ことを可能にしていると指摘している。,12
4,37_Why Theater Will Never Disappear（1）,sentence_4_37_00,"　Movies are very much like theater in that they tell stories, create emotions, and bring people together, but in no way can they compare with the live, unpredictable experience of watching a play on stage. This is not the only reason why theater will never disappear, for a performance in front of an audience carries an energy that even the most advanced screen technology cannot reproduce. We can record a film and watch it many times, but the artistic quality of a one-time-only stage performance remains unique and unrepeatable. A well-directed play makes the act of watching important.
　Theater is still the most direct and personal means of conveying human expression, and this is what makes it valuable. The idea that actors and audience members share the same space, breathing the same air, is extraordinary. We take such immediacy for granted, not realizing that theater itself has undergone great transformations since the tragedies of ancient Greece and the works of Shakespeare in the seventeenth century.","　映画は劇場にとてもよく似ていて、物語を語り、感情を生み、人々を結びつける。しかし、舞台で芝居を観るという生の、予測不可能な体験と比べることは決してできない。劇場がなくならないのはこのためだけではない。観客の前で演じられる舞台には、どれほど高度な映像技術でも再現できない力が宿っているからだ。映画は録画して何度でも観られるが、一度限りの舞台公演の芸術的な価値は唯一で、二度と繰り返すことはできない。よく演出された芝居は、観劇そのものを特別な行為にする。
　劇場は今なお、人間の表現を伝える最も直接的で個人的な手段であり、それが価値を持たせている。俳優と観客が同じ空間を共有し、同じ空気を吸っているという事実は驚くべきことである。私たちはこの即時性を当然のものと考えているが、劇場は古代ギリシアの悲劇や17世紀のシェイクスピアの作品以来、大きな変化を遂げてきた。",0
4,37_Why Theater Will Never Disappear（1）,sentence_4_37_01,"Movies are very much like theater in that they tell stories, create emotions, and bring people together, but in no way can they compare with the live, unpredictable experience of watching a play on stage.",映画は劇場にとてもよく似ていて、物語を語り、感情を生み、人々を結びつける。しかし、舞台で芝居を観るという生の、予測不可能な体験と比べることは決してできない。,1
4,37_Why Theater Will Never Disappear（1）,sentence_4_37_02,"This is not the only reason why theater will never disappear, for a performance in front of an audience carries an energy that even the most advanced screen technology cannot reproduce.",劇場がなくならないのはこのためだけではない。観客の前で演じられる舞台には、どれほど高度な映像技術でも再現できない力が宿っているからだ。,2
4,37_Why Theater Will Never Disappear（1）,sentence_4_37_03,"We can record a film and watch it many times, but the artistic quality of a one-time-only stage performance remains unique and unrepeatable.",映画は録画して何度でも観られるが、一度限りの舞台公演の芸術的な価値は唯一で、二度と繰り返すことはできない。,3
4,37_Why Theater Will Never Disappear（1）,sentence_4_37_04,A well-directed play makes the act of watching important.,よく演出された芝居は、観劇そのものを特別な行為にする。,4
4,37_Why Theater Will Never Disappear（1）,sentence_4_37_05,"Theater is still the most direct and personal means of conveying human expression, and this is what makes it valuable.",劇場は今なお、人間の表現を伝える最も直接的で個人的な手段であり、それが価値を持たせている。,5
4,37_Why Theater Will Never Disappear（1）,sentence_4_37_06,"The idea that actors and audience members share the same space, breathing the same air, is extraordinary.",俳優と観客が同じ空間を共有し、同じ空気を吸っているという事実は驚くべきことである。,6
4,37_Why Theater Will Never Disappear（1）,sentence_4_37_07,"We take such immediacy for granted, not realizing that theater itself has undergone great transformations since the tragedies of ancient Greece and the works of Shakespeare in the seventeenth century.",私たちはこの即時性を当然のものと考えているが、劇場は古代ギリシアの悲劇や17世紀のシェイクスピアの作品以来、大きな変化を遂げてきた。,7
4,38_Why Theater Will Never Disappear（2）,sentence_4_38_00,"　Not only has the art and craft of stage production improved over the centuries, but the range of stories told on stage is astonishing. In fact, movies often depend on plays and scripts for inspiration, just as they rely on actors trained in theater to bring characters to life. Without the continuing creativity of playwrights and performers, cinema itself would lose much of its richness.
　Another important reason why theater will never disappear is because those who wish to act or direct often dream of presenting their work live before an audience — something immediate, fragile, and unforgettable. The artist may use lights, microphones, or even digital projections, but the finished product must eventually end up on a stage if it is to connect deeply with the audience. The artist may borrow techniques from film just as film borrows from theater, but the heart of the performance will still belong to the stage.","　舞台演出の技術や芸術は世紀を超えて進歩してきただけでなく、舞台で語られる物語の幅広さも驚くべきものだ。実際、映画はしばしば戯曲や脚本に依存し、舞台で訓練された俳優に頼ってキャラクターを生き生きと表現させている。劇作家や演者の創造力がなければ、映画そのものも多くの豊かさを失ってしまうだろう。
　劇場が消えることはないもう一つの理由は、俳優や演出家を志す人々が、観客の前で自分の作品を生で上演することを夢見るからである。その体験は即時的で、壊れやすく、そして忘れがたい。芸術家は照明やマイク、さらにはデジタル映像を使うかもしれない。しかし、作品が観客の心に深く届くためには、最終的に舞台の上で上演されなければならないのだ。映画が劇場から学ぶように、劇場も映画から学ぶかもしれない。だが、公演の核心は常に舞台に属するのである。",0
4,38_Why Theater Will Never Disappear（2）,sentence_4_38_01,"Not only has the art and craft of stage production improved over the centuries, but the range of stories told on stage is astonishing.",舞台演出の技術や芸術は世紀を超えて進歩してきただけでなく、舞台で語られる物語の幅広さも驚くべきものだ。,1
4,38_Why Theater Will Never Disappear（2）,sentence_4_38_02,"In fact, movies often depend on plays and scripts for inspiration, just as they rely on actors trained in theater to bring characters to life.",実際、映画はしばしば戯曲や脚本に依存し、舞台で訓練された俳優に頼ってキャラクターを生き生きと表現させている。,2
4,38_Why Theater Will Never Disappear（2）,sentence_4_38_03,"Without the continuing creativity of playwrights and performers, cinema itself would lose much of its richness.",劇作家や演者の創造力がなければ、映画そのものも多くの豊かさを失ってしまうだろう。,3
4,38_Why Theater Will Never Disappear（2）,sentence_4_38_04,"Another important reason why theater will never disappear is because those who wish to act or direct often dream of presenting their work live before an audience — something immediate, fragile, and unforgettable.",劇場が消えることはないもう一つの理由は、俳優や演出家を志す人々が、観客の前で自分の作品を生で上演することを夢見るからである。その体験は即時的で、壊れやすく、そして忘れがたい。,4
4,38_Why Theater Will Never Disappear（2）,sentence_4_38_05,"The artist may use lights, microphones, or even digital projections, but the finished product must eventually end up on a stage if it is to connect deeply with the audience.",芸術家は照明やマイク、さらにはデジタル映像を使うかもしれない。しかし、作品が観客の心に深く届くためには、最終的に舞台の上で上演されなければならないのだ。,5
4,38_Why Theater Will Never Disappear（2）,sentence_4_38_06,"The artist may borrow techniques from film just as film borrows from theater, but the heart of the performance will still belong to the stage.",映画が劇場から学ぶように、劇場も映画から学ぶかもしれない。だが、公演の核心は常に舞台に属するのである。,6
4,39_The Healing Power of Laughter（1）,sentence_4_39_00,"　Why is it that people who laugh often seem to recover more quickly from illness and cope better with stress? Doctors and psychologists have long suspected that humor may play an important role in maintaining good health. It has been suggested that laughter helps reduce tension and provides both physical and emotional relief. Indeed, many hospitals have even invited comedians or clowns to perform for patients in order to promote recovery.
　Recently, a group of researchers studied the effects of laughter on the immune system. In one experiment, volunteers were asked to watch either a funny movie or a neutral documentary. Blood samples taken afterwards showed that those who had watched the comedy displayed an increase in certain antibodies that protect the body from infection. In contrast, those who had watched the documentary showed no such change.","　なぜよく笑う人は、病気から早く回復し、ストレスにもうまく対処できるように見えるのだろうか。医師や心理学者は長い間、ユーモアが健康維持に重要な役割を果たしているのではないかと疑ってきた。笑いは緊張を和らげ、身体的にも精神的にも安らぎをもたらすと考えられている。実際、多くの病院では患者の回復を促すために、コメディアンや道化師を招くことさえある。
　最近、研究者のグループが笑いと免疫系の関係を調べた。ある実験では、被験者におもしろい映画か中立的なドキュメンタリーを観てもらった。その後に採取した血液検査では、コメディを観た人は体を感染から守る特定の抗体が増加していることが示された。一方、ドキュメンタリーを観た人にはそのような変化は見られなかった。",0
4,39_The Healing Power of Laughter（1）,sentence_4_39_01,Why is it that people who laugh often seem to recover more quickly from illness and cope better with stress?,なぜよく笑う人は、病気から早く回復し、ストレスにもうまく対処できるように見えるのだろうか。,1
4,39_The Healing Power of Laughter（1）,sentence_4_39_02,Doctors and psychologists have long suspected that humor may play an important role in maintaining good health.,医師や心理学者は長い間、ユーモアが健康維持に重要な役割を果たしているのではないかと疑ってきた。,2
4,39_The Healing Power of Laughter（1）,sentence_4_39_03,It has been suggested that laughter helps reduce tension and provides both physical and emotional relief.,笑いは緊張を和らげ、身体的にも精神的にも安らぎをもたらすと考えられている。,3
4,39_The Healing Power of Laughter（1）,sentence_4_39_04,"Indeed, many hospitals have even invited comedians or clowns to perform for patients in order to promote recovery.",実際、多くの病院では患者の回復を促すために、コメディアンや道化師を招くことさえある。,4
4,39_The Healing Power of Laughter（1）,sentence_4_39_05,"Recently, a group of researchers studied the effects of laughter on the immune system.",最近、研究者のグループが笑いと免疫系の関係を調べた。,5
4,39_The Healing Power of Laughter（1）,sentence_4_39_06,"In one experiment, volunteers were asked to watch either a funny movie or a neutral documentary.",ある実験では、被験者におもしろい映画か中立的なドキュメンタリーを観てもらった。,6
4,39_The Healing Power of Laughter（1）,sentence_4_39_07,Blood samples taken afterwards showed that those who had watched the comedy displayed an increase in certain antibodies that protect the body from infection.,その後に採取した血液検査では、コメディを観た人は体を感染から守る特定の抗体が増加していることが示された。,7
4,39_The Healing Power of Laughter（1）,sentence_4_39_08,"In contrast, those who had watched the documentary showed no such change.",一方、ドキュメンタリーを観た人にはそのような変化は見られなかった。,8
